sku,Vendor SKU,Vendor,Vendor Description,Category,Category Description,Description,StyleColor,SizeType
08-032,,OAKL,Oakley,920,SUNGLASSES,BATWOLF ICON,RED,0
8140,,TENS,TEN SECONDS,996,LACES AND INSOLES,GEL HEEL PAD M,,20
8150,,TENS,TEN SECONDS,995,SHOE CARE PRODUCTS  ,GEL HEEL PAD L,,20
081G-430,,SOFF,SOFFE,625,W. BRANDED SHORTS,TEAM SHORTY SHORT,ROYAL,20
081V-160,,SOFF,SOFFE,725,K. BRANDED SHORTS,JR SHORT PRINT,ZEBRA,20
081V-430,,SOFF,SOFFE,725,K. BRANDED SHORTS,JR SHORTY SHORT,ROYAL,20
081V-4CX,,SOFF,SOFFE,725,K. BRANDED SHORTS,JR SHORT PRINT,JEWEL,20
081V-603,,SOFF,SOFFE,725,K. BRANDED SHORTS,JR SHORTY SHORT,MAROON,20
081V-6BN,,SOFF,SOFFE,725,K. BRANDED SHORTS,JR SHORT PRINT,FUCHSIA,20
081V-942,,SOFF,SOFFE,725,K. BRANDED SHORTS,JR SHORTY SHORT,BLK/PNK,20
860131,,BIRK,BIRKENSTOCK,160,M/W BIRKENSTOCK,BOSTON,HABANA,3
0866-129,0866-129,KSWI,NOT FOUND,142,MENS CASUAL/LEISURE,ST 329,WHT/BLK,1
88258,88258,ADID,ADIDAS,350,GRADE SCHOOL   3.5-6,SUPERSTAR,WH/WHT,14
0894-032,0894-032,KSWI,NOT FOUND,133,MENS RUNNING,VERSTAD SW,BLK/PEBBLE,1
0894-212,0894-212,KSWI,NOT FOUND,133,MENS RUNNING,VERSTAD SW,BRN,1
9102,,HICK,HICKORY,996,LACES AND INSOLES,PROSPORT,MULTI,0
09-102,,OAKL,Oakley,920,SUNGLASSES,M-FRAME STRIKE,BLK/GRY,0
09-103,,OAKL,Oakley,920,SUNGLASSES,M-FRAME NEW HYBRID,BLK/GRY,0
91044,,BIRK,BIRKENSTOCK,990,SOCKS               ,LONDON S,BEIGE,0
91045,,BIRK,BIRKENSTOCK,990,SOCKS               ,LONDON M,BEIGE,0
91046,,BIRK,BIRKENSTOCK,990,SOCKS               ,LONDON L,BEIGE,0
91047,,BIRK,BIRKENSTOCK,990,SOCKS               ,LONDON S,GRAY,0
91048,,BIRK,BIRKENSTOCK,990,SOCKS               ,LONDON M,GRAY,0
91050,,BIRK,BIRKENSTOCK,990,SOCKS               ,LONDON S,WHITE,0
91052,,BIRK,BIRKENSTOCK,990,SOCKS               ,LONDON M,WHITE,0
91054,,BIRK,BIRKENSTOCK,990,SOCKS               ,LONDON L,WHITE,0
09-175,,OAKL,Oakley,920,SUNGLASSES,M-FRAME HYBRID,CRM/IRI,0
09-179,,OAKL,Oakley,920,SUNGLASSES,M-FRAME SWEEP,BLU/IRI,0
09-185,,OAKL,Oakley,920,SUNGLASSES,M-FRAME SWEEP,BLK/IRI,0
92653,,BIRK,BIRKENSTOCK,247,WMNS SANDALS,GRANADA SOFT BED,HABANA,3
951311,,BIRK,BIRKENSTOCK,247,WMNS SANDALS,ARIZONA,MOCHA SUED,3
955153,,KSWI,NOT FOUND,112,MENS BASKETBALL     ,RNDBL KS1,W/BLK/RED,1
09-670,,OAKL,Oakley,920,SUNGLASSES,RADAR PATH,BLK/GRY,0
09-676,,OAKL,Oakley,920,SUNGLASSES,RADAR PITCH,BLK,0
97311,,ADID,ADIDAS,133,MENS RUNNING,DURAMO US LEA,BLU/SIL,1
09-757,,OAKL,Oakley,920,SUNGLASSES,RADAR PATH,FOG,0
097V-001,,SOFF,SOFFE,695,W. MISC. APPAREL,JR SPORT BRA JRSY,BLACK,20
097V-100,,SOFF,SOFFE,695,W. MISC. APPAREL,JR SPORT BRA JRSY,WHITE,20
097V-4AE,,SOFF,SOFFE,695,W. MISC. APPAREL,JR SPORT BRA JRSY,BLUE,20
097VPR-160,,SOFF,SOFFE,695,W. MISC. APPAREL,JR SPORT BRA,ZEBRA,20
097VPR-699,,SOFF,SOFFE,695,W. MISC. APPAREL,JR SPORT BRA,ZEBRA,20
097VPR-P73,,SOFF,SOFFE,695,W. MISC. APPAREL,JR SPORT BRA,NEON ZEBRA,20
98567,,ADID,ADIDAS,140,MENS CROSS TRAINING ,FLINT TR LOW,BLK/ORA,1
0HF254Y-001,,HEEL,Heelys,349,HEELYS YOUTH,PROPEL,BLK/BLU,17
0HSY903-001,,HEEL,Heelys,349,HEELYS YOUTH,STRAIGHT UP,BLK/PNK,17
0OO9086-03-786,,OAKL,Oakley,920,SUNGLASSES,COMMIT SQ,BRW/BLK,0
0OO9208-05,,OAKL,Oakley,920,SUNGLASSES,RADAR EV PATH,WHT/PRIZM,0
0OO9308-10,,OAKL,Oakley,920,SUNGLASSES,EVZERO PATH,INFRARED,0
0OO9316-05,,OAKL,Oakley,920,SUNGLASSES,THINLINK,MATTE BLK,0
0OO9327-05,,OAKL,Oakley,920,SUNGLASSES,EVZERO RANGE,MATTE BLU,0
0OO9341-04,,OAKL,Oakley,920,SUNGLASSES,SLIVER XL,MATTE BRN,0
1,,MISC,MISC.,142,MENS CASUAL/LEISURE,,,1
1000,,DENN,NOT FOUND,995,SHOE CARE PRODUCTS  ,SNEAKER BALLS,,0
100002-702,,OBOZ,OBOZ,996,LACES AND INSOLES,O FIT THERMAL INSOLE,,20
100006,100006,REEB,REEBOK,133,MENS RUNNING,WNR PREMIER CUSHIONG,WHT,1
100009,100009,REEB,REEBOK,237,WMNS RUNNING,PRMR CUSHION II DMX,WH/NV/BLU/,2
10001-001,,CROC,CROCS,162,CROCS,CLASSIC,BLACK,5
10001-0DA,,CROC,CROCS,162,CROCS,CLASSIC,SLATEGREY,5
100012,100012,REEB,REEBOK,133,MENS RUNNING,PREMIER ROAD PLUS,WHT,1
10001-200,,CROC,CROCS,162,CROCS,CLASSIC,CHOCO,5
1000126,,BIRK,BIRKENSTOCK,160,M/W BIRKENSTOCK,ARIZONA PU,ANTHRACITE,3
10001-260,,CROC,CROCS,162,CROCS,CLASSIC,KHAKI,5
10001-410,,CROC,CROCS,162,CROCS,CLASSIC,NAVY,5
100015,100015,REEB,REEBOK,237,WMNS RUNNING,PREMIER ULTRA DMX,GRY/GOL,2
1000172,,BIRK,BIRKENSTOCK,160,M/W BIRKENSTOCK,ARIZONA,BORDEAX PU,3
10002-001,,CROC,CROCS,162,CROCS,BEACH,BLACK,20
10002-1,,SAUC,SAUCONY,237,WMNS RUNNING,PRO GRID TRIUMPH 5,WHT/GOLD,2
10002-100,,CROC,CROCS,162,CROCS,BEACH,WHITE,20
10002-101,,CROC,CROCS,162,CROCS,BEACH,P/WHT,20
10002-200,,CROC,CROCS,162,CROCS,BEACH,CHOCOLAT,20
10002-260,,CROC,CROCS,162,CROCS,BEACH,KHAKI,20
10002-410,,CROC,CROCS,162,CROCS,BEACH,NAVY,20
10002-450,,CROC,CROCS,162,CROCS,BEACH,LT BLUE,20
10002-610,,CROC,CROCS,162,CROCS,BEACH,RED,20
10002-670,,CROC,CROCS,162,CROCS,BEACH,FUCHSIA,20
1000277,,KLEA,KLEANKANTEEN,950,OUTDOOR GEAR,BABY BOTTLE,9OZ,0
10002-810,,CROC,CROCS,162,CROCS,BEACH,ORANGE,20
1000311D102,,BROO,BROOKS,139,MENS TRACK & FIELD  ,WIRE V5,WHITE/GOLD,1
100038,100038,REEB,REEBOK,133,MENS RUNNING,CL RIVYX,WHT/SIL,1
1000449,,KEEN,Keen,992,BAGS                ,HARVEST II TOTE BAG,RETHINKING,0
1000461,,KLEA,KLEANKANTEEN,924,NOVELTY ITEMS,S-BINER #3,,0
1000475,,KEEN,Keen,992,BAGS                ,BROOKLYN II TRAVEL,CHCLT BRWN,0
1000476,,KEEN,Keen,992,BAGS                ,BROOKLYN II TRAVEL,PRPL/GRNT,0
1000477,,KEEN,Keen,992,BAGS                ,BROOKLYN II TRAVEL,KHAKI,0
1000478,,KEEN,Keen,992,BAGS                ,BROOKLYN II TRAVEL,SHITAKE,0
10005-1,,SAUC,SAUCONY,237,WMNS RUNNING,ENDORPHIN LD,GRY/RED,2
1000511-PUGT,,KEEN,Keen,992,BAGS                ,TAYLOR 13 MSGR BAG,PUGT,0
1000513,,KEEN,Keen,992,BAGS                ,HARRISON,BLACK,0
1000523,,KEEN,Keen,992,BAGS                ,KEIZER UNIVERSAL,BLK/GRY,0
1000550,,KEEN,Keen,992,BAGS                ,EATON BACKPACK,CROCUS,0
1000551,,KEEN,Keen,992,BAGS                ,EATON BACKPACK,NAVY,0
1000588,,KEEN,Keen,992,BAGS                ,BROOKLYN II,KHAKI,0
10006-001,,CROC,CROCS,162,CROCS,CAYMAN,BLACK,23
10006-1,,SAUC,SAUCONY,237,WMNS RUNNING,ENDORPHIN MD,BLK/GRN,2
10006-320,,CROC,CROCS,162,CROCS,CAYMAN,LIME,23
10006-410,,CROC,CROCS,162,CROCS,CAYMAN,NAVY,23
10006-430,,CROC,CROCS,162,CROCS,CAYMAN,SEA BLUE,23
10006-450,,CROC,CROCS,162,CROCS,CAYMAN,LT BLUE,23
10006-510,,CROC,CROCS,162,CROCS,CAYMAN,PURPEL,23
10006-670,,CROC,CROCS,162,CROCS,CAYMAN,FUCHSIA,23
10006-680,,CROC,CROCS,162,CROCS,CAYMAN,PINK,23
10006-730,,CROC,CROCS,162,CROCS,CAYMAN,YELLOW,23
10009-001,,CROC,CROCS,162,CROCS,ASPEN,BLACK,5
10009-101,,CROC,CROCS,162,CROCS,ASPEN,PER WHT,5
10009-410,,CROC,CROCS,162,CROCS,ASPEN,NAVY,5
10010-001,,CROC,CROCS,162,CROCS,ASPEN,BLACK,23
10010-410,,CROC,CROCS,162,CROCS,ASPEN,NAVY,23
10010-430,,CROC,CROCS,162,CROCS,ASPEN,SEA BLUE,23
10010-670,,CROC,CROCS,162,CROCS,ASPEN,FUCHSIA,23
1001080,,KEEN,Keen,990,SOCKS               ,NORTH COUNTRY MID,BLK OLV,20
1001084,,KEEN,Keen,990,SOCKS               ,PRAIRIE FLOWER CREW,SLT BLK,20
1001094,,KEEN,Keen,990,SOCKS               ,SUPER STRATEA KNEE,PRP/VIO,20
1001096,,KEEN,Keen,990,SOCKS               ,SUPER STRATA KNEE HI,SLT BLK,20
1001099,,KEEN,Keen,990,SOCKS               ,SUPER STRATEA CREW,PRP/VIO,20
1001106,,KEEN,Keen,990,SOCKS               ,NORTH COUNTRY MID,GREY,20
1001165,,KEEN,Keen,990,SOCKS               ,CONCORD CREW LITE,PLUM,20
1001180,,KEEN,Keen,990,SOCKS               ,BOULDER CANYON CREW,STEEL BLUE,20
1001182,,KEEN,Keen,990,SOCKS               ,BOULDER CANYON CREW,TAN/EARTH,20
1001191,,KEEN,Keen,990,SOCKS               ,CLAIRE KNEE-HIGH,BLK,20
1001193,,KEEN,Keen,990,SOCKS               ,CLAIRE KNEE-HIGH,PORT ROYAL,20
1001196,,KEEN,Keen,990,SOCKS               ,PTC CREW LITE,DARK EARTH,20
1001205,,KEEN,Keen,990,SOCKS               ,W ZIP LOW CUT,SEA/GRY,20
1001211,,KEEN,Keen,990,SOCKS               ,BURLINGTON CREW,CHARCOAL,20
1001218,,KEEN,Keen,990,SOCKS               ,VICTORIA CREW LITE,BLUE,20
1001228,,KEEN,Keen,990,SOCKS               ,GRACIE KNEE HI LITE,DARKPURPLE,20
1001229,,KEEN,Keen,990,SOCKS               ,GRACIE KNEE HI LITE,SLATEBLACK,20
10012-3,,SAUC,SAUCONY,237,WMNS RUNNING,PRO GRID SHAY XC ,PNK/BLK,2
1001230,,KEEN,Keen,990,SOCKS               ,GRACIE KNEE HI LITE,BLACK,20
1001231,,KEEN,Keen,990,SOCKS               ,GRACIE KNEE-HIGH,STEEL,20
1001232,,KEEN,Keen,990,SOCKS               ,GRACIE CREW,DRK PRPL,20
1001233,,KEEN,Keen,990,SOCKS               ,GRACIE CREW,SLATEBLACK,20
1001235,,KEEN,Keen,990,SOCKS               ,GRACIE CREW,BLACK,20
1001251,,KEEN,Keen,990,SOCKS               ,TARGHEE CREW MID,BLACK,20
1001253,,KEEN,Keen,990,SOCKS               ,TARGHEE CREW MID,RUBY,20
1001255,,KEEN,Keen,990,SOCKS               ,ZING LOW CUT ULITE,CHARCOAL,20
1001256,,KEEN,Keen,990,SOCKS               ,ZING LOW CUT ULITE,GREY,20
1001259,,KEEN,Keen,990,SOCKS               ,SIESTA CREW,PRT RYL,20
10012612,,DWIN,dwindle,975,Skateboards,INSIGNIA DECK,VARI,0
1001466,,KEEN,Keen,990,SOCKS               ,BELLINGHAM CREW,BLK,20
1001469,,KEEN,Keen,990,SOCKS               ,BELLINGHAM CREW,STEEL BLUE,20
1001476,,KEEN,Keen,990,SOCKS               ,BELLINGHAM CREW,GRY/OLIVE,20
1001485,,KEEN,Keen,990,SOCKS               ,BELLINGHAM 1/4 LITE,BLK OLIVE,20
1001528,,KEEN,Keen,990,SOCKS               ,BOULDER CANYON CREW,DARK EARTH,20
1001529,,KEEN,Keen,990,SOCKS               ,BOULDER CANYON CREW,GRY/ BLUE,20
1001532,,KEEN,Keen,990,SOCKS               ,PTC CREW LITE,BLK/CHAR,20
1001535,,KEEN,Keen,990,SOCKS               ,PTC CREW LITE,STEEL BLUE,20
1001541,,KEEN,Keen,990,SOCKS               ,M ZIP HYPERLITE LOW,GRY/GRN,20
1001567,,KEEN,Keen,990,SOCKS               ,DAILY CREW LITE,INDIGO,20
1001568,,KEEN,Keen,990,SOCKS               ,DAILY CREW LITE,CHAR/BLK,20
1001588,,KEEN,Keen,990,SOCKS               ,TARGHEE CREW MID,BLACK,20
1001870,,KEEN,Keen,146,MENS SANDALS,NEWPORT,BISON,1
1001893,,KEEN,Keen,146,MENS SANDALS,NEWPORT,NAVY,1
1001906,,KEEN,Keen,146,MENS SANDALS,NEWPORT H2,BLACK,1
1001907,,KEEN,Keen,146,MENS SANDALS,NEWPORT H2,BLACK,1
1001925,,KEEN,Keen,146,MENS SANDALS,NEWPORT H2,FOREST,1
1001938,,KEEN,Keen,146,MENS SANDALS,NEWPORT H2,NVY/GRY,1
1002,1002,KSWI,NOT FOUND,120,MENS TENNIS         ,LUXURY,BLK,1
1002036,,KEEN,Keen,142,MENS CASUAL/LEISURE,YOGUI ARTS,GRAPHITE,1
1002131,,KEEN,Keen,146,MENS SANDALS,KANYON,BLK/GARG,1
1002156,,KEEN,Keen,142,MENS CASUAL/LEISURE,MCKENZIE,BLK/GAR,1
1002164,,KEEN,Keen,146,MENS SANDALS,OWYHEE,NAVY,1
1002165,,KEEN,Keen,146,MENS SANDALS,OWYHEE,SLATE/RUST,1
1002195,,KEEN,Keen,144,MENS HIKING,SISKIYOU WP,SLATE BLK,1
1002208,,KEEN,Keen,142,MENS CASUAL/LEISURE,ALAMOSA WP,CHOC/RUST,1
1002212,,KEEN,Keen,144,MENS HIKING,ALAMOSA,DARKSHADOW,1
1002243,,KEEN,Keen,144,MENS HIKING,REVEL,DKSHD,1
1002246,,KEEN,Keen,144,MENS HIKING,GYPSUM MID,DKERTH/NGR,1
1002258,,KEEN,Keen,144,MENS HIKING,GYPSUM,BLK OLV,1
1002259,,KEEN,Keen,144,MENS HIKING,GYPSUM,DARK EARTH,1
1002260,,KEEN,Keen,144,MENS HIKING,GYPSUM,DK SHDW/RD,1
1002268,,KEEN,Keen,142,MENS CASUAL/LEISURE,BRIXEN LOW,BLK/GAR,1
1002269,,KEEN,Keen,142,MENS CASUAL/LEISURE,BRIXEN LOW,SLT BLK,1
1002271,,KEEN,Keen,144,MENS HIKING,DELAVEAGA,BLK/CHILI,1
1002272,,KEEN,Keen,144,MENS HIKING,GLARUS,BISON,1
10023415,,NEWE,New Era Cap ,965,PRO FITTED CAPS,YANKEES,BLK/RED,30
10023444,,DWIN,dwindle,975,Skateboards,ALMOST DECK&BEARINGS,,0
10023547,,DWIN,dwindle,975,Skateboards,ALM ONE MORE IMPACT+,DAEWON,0
1002363,,KEEN,Keen,144,MENS HIKING,TARGHEE II,GAR/NAV,1
10023648,,ADID,ADIDAS,975,Skateboards,DC COMICS DECK,RIDDLER,0
10023650,,DWIN,dwindle,975,Skateboards,DC COMICS DECK,TWO FACE,0
1002369,,KEEN,Keen,144,MENS HIKING,TARGHEE II,SLATE BLK,1
10023701-MULLEN,,DWIN,dwindle,975,Skateboards,MULLEN DECK,IMPACT,0
10023718,,DWIN,dwindle,975,Skateboards,SPIN BLUR DECK,VARI,0
1002375,,KEEN,Keen,144,MENS HIKING,TARGHEE II MID,BLA/YEL,1
1002387,,KEEN,Keen,144,MENS HIKING,TARGHEE II MID,WALNUT,1
10024-060,,CROC,CROCS,162,CROCS,ATHENS,BLACK,5
10024-063,,CROC,CROCS,162,CROCS,ATHENS,BLK/RED,5
10024-111,,CROC,CROCS,162,CROCS,ATHENS,PWH/ORA,5
10024-130,,CROC,CROCS,162,CROCS,ATHENS,PWH/LAV,5
1002427,,KEEN,Keen,144,MENS HIKING,ARROYO 2,SLTBLK/GRN,1
1002432,,KEEN,Keen,144,MENS HIKING,PYRENEES,BLACK,1
10024-693,,CROC,CROCS,162,CROCS,ATHENS,FSA/ORA,5
1002513-001,,BIRK,BIRKENSTOCK,990,SOCKS               ,ETHNO,BROWN,0
1002514-001,,BIRK,BIRKENSTOCK,990,SOCKS               ,ETHNO,GREY,0
1002560,,KEEN,Keen,144,MENS HIKING,VOYAGUER MID,BLK OLV/YL,1
1002570,,KEEN,Keen,144,MENS HIKING,VOYAGEUR,BLK/GLD,1
1002646,,KEEN,Keen,144,MENS HIKING,SUMMIT COUNTY,DK SHDW/YL,1
100-270-001,,OAKL,Oakley,920,SUNGLASSES,SQUARE O HARD CASE,BLK,0
10027-068,,CROC,CROCS,162,CROCS,  K ATHENS,BLK/LIME,23
1002732,,KLEA,KLEANKANTEEN,950,OUTDOOR GEAR,BOTTLE BRUSH SET,,0
10027-343,,CROC,CROCS,162,CROCS,  K ATHENS,LIME/FSA,23
10027-466,,CROC,CROCS,162,CROCS,  K ATHENS,SBL/LIME,23
1002751,,KLEA,KLEANKANTEEN,950,OUTDOOR GEAR,STEEL STRAWS,MULTI,0
10027-543,,CROC,CROCS,162,CROCS,  K ATHENS,LAV/CANDY,23
1002764,,KEEN,Keen,144,MENS HIKING,FINLAY,BLK OLIVE,1
1002774,,KEEN,Keen,144,MENS HIKING,DENVER,BROWN,1
10027-840,,CROC,CROCS,162,CROCS,  K ATHENS,ORA/TUR,23
1002789,,KEEN,Keen,144,MENS HIKING,ALKI LACE,SHITAKE,1
1002790,,KEEN,Keen,142,MENS CASUAL/LEISURE,ALKI SLIP-ON,BLACK,1
10028-1,,SAUC,SAUCONY,237,WMNS RUNNING,PROGRID TRIUMPH 6,WHT/BLUE,2
10028113,,DWIN,dwindle,975,Skateboards,SUP GRATEFUL DEAD,BEAR,0
1002815,,KEEN,Keen,142,MENS CASUAL/LEISURE,BIDWELL LACE,BLACK,1
10028-2,,SAUC,SAUCONY,237,WMNS RUNNING,PRO GRID TRIUMPH 6,SILVER,2
1002824,,KEEN,Keen,142,MENS CASUAL/LEISURE,PEARSON SLIP-ON,CHESTNUT,1
1002900,,KEEN,Keen,146,MENS SANDALS,NEWPORT BOAT SHOE,BISON,1
1002937,,KEEN,Keen,142,MENS CASUAL/LEISURE,PORTSMOUTH,BISON,1
1002945,,KEEN,Keen,142,MENS CASUAL/LEISURE,ASHLAND,BLK,1
1002990,,KEEN,Keen,142,MENS CASUAL/LEISURE,AUSTIN,BLACK,1
1002DG,,DENN,NOT FOUND,995,SHOE CARE PRODUCTS  ,AM FLAG SNEAKER BALL,,0
1003,,DENN,NOT FOUND,995,SHOE CARE PRODUCTS  ,ICE SNEAKER BALL,,0
1003032,,KEEN,Keen,142,MENS CASUAL/LEISURE,DAYTONA,BLK OLIVE,1
1003093,,KLEA,KLEANKANTEEN,950,OUTDOOR GEAR,CLASSIC 27OZ,PLUM,0
1003094,,KLEA,KLEANKANTEEN,950,OUTDOOR GEAR,CLASSIC 27OZ,27OZ,0
1003-114,1003-114,KSWI,NOT FOUND,126,MENS CLASSICS       ,DENLEY,WHT/GRY,1
1003117,,KLEA,KLEANKANTEEN,950,OUTDOOR GEAR,INSULATED CLASSIC,32OZ,0
1003118,,KEEN,Keen,142,MENS CASUAL/LEISURE,BRIGGS II,BLK,1
1003119,,KEEN,Keen,248,WMNS CASUAL/LEISURE,BRIGGS II,SLATE BLK,2
1003143,,KLEA,KLEANKANTEEN,950,OUTDOOR GEAR,INSULATED WIDE ,20OZ,0
1003152,,KLEA,KLEANKANTEEN,950,OUTDOOR GEAR,INSULATED WIDE ,20OZ,0
1003154,,BIRK,BIRKENSTOCK,160,M/W BIRKENSTOCK,ARIZONA,STONE PU,3
1003420,,KEEN,Keen,247,WMNS SANDALS,NEWPORT,CORIANDER,2
1003438,,KEEN,Keen,247,WMNS SANDALS,NEWPORT,SHTA/B ROS,2
1003443,,KEEN,Keen,247,WMNS SANDALS,NEWPORT H2,AZURE BLUE,2
1003452,,KEEN,Keen,247,WMNS SANDALS,NEWPORT H2,BLUESTONE,2
1003467,,KEEN,Keen,247,WMNS SANDALS,NEWPORT H2,NAVY DREAM,2
1003708,,KEEN,Keen,247,WMNS SANDALS,WHISPER,APRICOT,2
1003717,,KEEN,Keen,247,WMNS SANDALS,WHISPER,DARKSHADOW,2
10037-2,,SAUC,SAUCONY,237,WMNS RUNNING,VELOCITY,BLK/PNK,2
1003779,,KEEN,Keen,247,WMNS SANDALS,CABO FLIP,SEABLUE,2
10038-2,,SAUC,SAUCONY,237,WMNS RUNNING,CRESCENT,BLU/PNK,2
1003854,,KEEN,Keen,245,WMNS HIKING,HOODOO HIGH LACE,BLK/GRP,2
1003863,,KEEN,Keen,245,WMNS HIKING,ALAMOSA WP,GRGYL/ALLR,2
1003869,,KEEN,Keen,245,WMNS HIKING,ALAMOSA,SHTA/BLUE ,2
1003902,,KEEN,Keen,245,WMNS HIKING,GYPSUM MID,BRIN/NAVY,2
1003913,,KEEN,Keen,245,WMNS HIKING,GYPSUM,BLK/GRAPE,2
1003914,,KEEN,Keen,245,WMNS HIKING,GYPSUM,DK EARTH,2
1003918,,KEEN,Keen,248,WMNS CASUAL/LEISURE,SILVERTON,BLACK,2
1003919,,KEEN,Keen,248,WMNS CASUAL/LEISURE,SILVERTON,JAVA,2
1003986,,KEEN,Keen,247,WMNS SANDALS,VENICE,BRI/PUR,2
1003989,,KEEN,Keen,247,WMNS SANDALS,VENICE,BLA/SUR,2
1003993,,KEEN,Keen,247,WMNS SANDALS,VENICE,DARK EARTH,2
1004,,DENN,NOT FOUND,995,SHOE CARE PRODUCTS  ,HAPPYFEET SNKER BALL,,0
1004005,,KEEN,Keen,247,WMNS SANDALS,VENICE H2,AZURE BLUE,2
1004006,,KEEN,Keen,247,WMNS SANDALS,VENICE H2,BLA/NEU,2
1004007,,KEEN,Keen,247,WMNS SANDALS,VENICE H2,BLACK,2
1004041,,KEEN,Keen,247,WMNS SANDALS,VENICE H2,RAYAPURPLE,2
1004085,,KEEN,Keen,245,WMNS HIKING,TARGHEE II,DARK EARTH,2
1004089,,KEEN,Keen,245,WMNS HIKING,TARGHEE II,GAR/CER,2
1004094,,KEEN,Keen,245,WMNS HIKING,TARGHEE II,SLT/SEN,2
1004114,,KEEN,Keen,245,WMNS HIKING,TARGHEE II MID,SLATE BLK,2
1004147,,KEEN,Keen,245,WMNS HIKING,ARROYO 2,CHOC/GRN,2
1004153,,KEEN,Keen,245,WMNS HIKING,PYRENEES,BISON,2
1004270,,KEEN,Keen,245,WMNS HIKING,VOYAGUER,GRY/BLU,2
1004436,,KEEN,Keen,248,WMNS CASUAL/LEISURE,TOYAH,BLACK,2
1004439,,KEEN,Keen,248,WMNS CASUAL/LEISURE,TOYAH,BLUESTONE,2
1004441,,KEEN,Keen,245,WMNS HIKING,TOYAH,GARGOYLE,2
1004445,,KEEN,Keen,245,WMNS HIKING,TOYAH,SLATE BLK,2
1004469,,KEEN,Keen,248,WMNS CASUAL/LEISURE,CORONADO II,BRNDL/BLK,2
10047308,,NEWE,New Era Cap ,965,PRO FITTED CAPS,BLACK ON BLACK,WHITE SOX,30
10047312,,NEWE,New Era Cap ,965,PRO FITTED CAPS,TIGERS,BLK,30
10047322,,NEWE,New Era Cap ,965,PRO FITTED CAPS,BLACK ON BLACK,YANKEES,30
10047499,,NEWE,New Era Cap ,965,PRO FITTED CAPS,YANKEES 59FIFTY,BLK,30
10047546,,NEWE,New Era Cap ,964,PRO ADJUSTABLE CAPS,PADRES,,0
1004758,,KEEN,Keen,248,WMNS CASUAL/LEISURE,PRESIDIO,BLACK,2
10047659,,NEWE,New Era Cap ,965,PRO FITTED CAPS,SAN DIEGO PADRES,ALT,30
1004768,,KEEN,Keen,248,WMNS CASUAL/LEISURE,PRESIDIO,MIDNIGHT,2
1004774,,KEEN,Keen,247,WMNS SANDALS,PRESIDIO,SHITAKE,2
1004905,,BIRK,BIRKENSTOCK,160,M/W BIRKENSTOCK,ARIZONA,RASPBERRY,3
1004907,,KEEN,Keen,247,WMNS SANDALS,SARASOTA,BISON,2
1004911,,KEEN,Keen,247,WMNS SANDALS,SARASOTA,FRIARBROWN,2
1004972,,KEEN,Keen,248,WMNS CASUAL/LEISURE,BRIGGS II,BLK,2
1005021,,BIRK,BIRKENSTOCK,160,M/W BIRKENSTOCK,MAYARI PU,BORDEAUX,3
1005023,,BIRK,BIRKENSTOCK,160,M/W BIRKENSTOCK,MAYARI,ANTHRACITE,3
1005070,,KEEN,Keen,248,WMNS CASUAL/LEISURE,CORONADO,BLK/BEET,2
1005072,,KEEN,Keen,248,WMNS CASUAL/LEISURE,CORONADO,BRN/BLU,2
10051-1,,SAUC,SAUCONY,237,WMNS RUNNING,PROGRID TRIUMPH 7,WHT/BLU,2
1005166,,BIRK,BIRKENSTOCK,247,WMNS SANDALS,YARA,WHT PAT,3
10053-1,,SAUC,SAUCONY,237,WMNS RUNNING,PROGRID GUIDE 3,WHT/NVY,2
1005320,,KEEN,Keen,248,WMNS CASUAL/LEISURE,KACI SLIP ON,BLACK,2
1005322,,KEEN,Keen,248,WMNS CASUAL/LEISURE,KACI SLIP ON,SOIL,2
1005508,,KEEN,Keen,247,WMNS SANDALS,CITY OF ROSES SLIDE,BLACK,2
1005523,,KEEN,Keen,248,WMNS CASUAL/LEISURE,PARADISE MJ,CHOC CHIP,2
1005553,,KEEN,Keen,248,WMNS CASUAL/LEISURE,HARVEST MJ,PNK STRIPE,2
1005554,,KEEN,Keen,248,WMNS CASUAL/LEISURE,HARVEST MJ,PLAID,2
10056608,,NEWE,New Era Cap ,965,PRO FITTED CAPS,CELTICS 59FIFTY,GRN,30
1005662,,KEEN,Keen,351,KIDS KEEN,WHISPER,RAYA LILAC,27
1005677,,KLEA,KLEANKANTEEN,950,OUTDOOR GEAR,TKWIDE 16OZ,BUTTERCUP,0
1005681,,KLEA,KLEANKANTEEN,950,OUTDOOR GEAR,TKWIDE 16OZ,MELONPUNCH,0
1005686,,KLEA,KLEANKANTEEN,950,OUTDOOR GEAR,TKWIDE 20OZ,BUTTERCUP,0
1005687,,KEEN,Keen,351,KIDS KEEN,NEWPORT H2,BRZ GRN,11
1005689,,KEEN,Keen,351,KIDS KEEN,NEWPORT H2,BLACK,27
1005690,,KLEA,KLEANKANTEEN,950,OUTDOOR GEAR,TKWIDE 20OZ,MELONPUNCH,0
1005705,,KEEN,Keen,353,KIDS SHOES,NEWPORT H2,NAVY,11
1005711,,KEEN,Keen,351,KIDS KEEN,NEWPORT H2,PURPLE,27
1005715,,KEEN,Keen,353,KIDS SHOES,NEWPORT H2,RAYA LILAC,27
1005718,,KLEA,KLEANKANTEEN,950,OUTDOOR GEAR,LOOP CAP,TKWIDE,0
